Emin,left_edge_weight,right_edge_weight,edge_overlap,ipr,xi_loc,realization
0.2766423773369113,7.510149714730693e-35,0.0022568898406680944,1.5020299429461387e-34,0.11853010874255197,2.594707149999693,0
0.2664787386631433,4.264156372947162e-33,0.0034744179670082357,8.528312745894325e-33,0.11838005758894626,2.377102658742408,1
0.2803942037477631,3.592070810832891e-19,9.29280717330939e-31,1.858561434661878e-30,0.14947425330218916,90.34825106567546,2
0.2531148795214424,5.152033733247927e-20,4.977738379993591e-31,9.955476759987182e-31,0.16805976573913659,649.3695126888135,3
0.23008471147878706,6.00224332591073e-18,3.2081113763927203e-31,6.416222752785441e-31,0.11938621758487672,30.688908672650758,4
0.36849566609441564,1.3106689062120543e-17,1.3812001021731948e-28,2.7624002043463896e-28,0.06497548706020995,18.82521529449534,5
0.3022304483420528,7.376468067718607e-17,4.0680269154265365e-32,8.136053830853073e-32,0.18259284401445516,11.289551152794397,6
0.19778403482854987,8.882297620024584e-05,4.598081441731202e-40,9.196162883462405e-40,0.1777773042732768,3.033745180835975,7
0.24719847965939365,3.81355985249481e-36,2.7761583328803174e-16,7.62711970498962e-36,0.17758054444783444,19.00599682584738,8
0.2844779647114068,1.4500759559463095e-34,6.482742449614549e-14,2.900151911892619e-34,0.1487665602974902,19.089707080840743,9
0.21854070638648876,1.818590238315575e-34,7.70701614437244e-24,3.63718047663115e-34,0.2379175843464852,10.090049933802144,10
0.2021902117708102,2.018633941943536e-36,3.0485803455906557e-12,4.037267883887072e-36,0.17415836904092385,144.17965558543125,11
0.2501994472301172,7.296348611080569e-23,3.6609107994501307e-31,7.321821598900261e-31,0.13794363609854823,32.57851181929879,12
0.2175133886935936,1.276258940183446e-33,1.3029041280558355e-30,2.552517880366892e-33,0.2072850344354496,85.4460715480027,13
0.2788652872241152,9.650106312094626e-31,1.1081374107602775e-24,1.9300212624189253e-30,0.11665494666339998,20.55169556830005,14
0.3149436601926975,1.5629168016718628e-12,8.356320593924085e-32,1.671264118784817e-31,0.12130537314113697,13.293692495325786,15
0.22456324894824828,1.0365500335873996e-34,5.258216056069032e-27,2.073100067174799e-34,0.1756679602496504,28.09469951688481,16
0.32727422819779795,3.147188867504912e-16,1.0939608066981134e-30,2.187921613396227e-30,0.2328143458367865,79.21821566373912,17
0.20510810767323548,2.0115476843702629e-26,5.898816851093583e-31,1.1797633702187167e-30,0.23332554806431768,113.51547349998233,18
0.258599680909392,1.1796371472765632e-23,4.39666887606663e-31,8.79333775213326e-31,0.17662350106853547,23.228920485483677,19
0.1702393771237238,1.0394409177157387e-27,1.4619582021027814e-31,2.923916404205563e-31,0.1563830308223462,20.518811459446955,20
0.26890234574938143,1.0096344801447708e-34,0.00858990870752333,2.0192689602895416e-34,0.1630454179699471,1.8371796615936744,21
0.19827718869059607,3.874415766211019e-25,1.1516525880040253e-31,2.3033051760080506e-31,0.24149575724039332,49.561396349594865,22
0.3024097461568753,1.157839340056322e-31,3.937111240490287e-23,2.315678680112644e-31,0.1531028195068475,26.951783957299565,23
0.3380507575601056,9.894595253555729e-33,1.0180081525297527e-23,1.9789190507111457e-32,0.14763137261291415,13.033643879406887,24
0.2482109483008988,1.0609292098549556e-05,1.9489593821479264e-39,3.897918764295853e-39,0.22952702026112345,3.592018795222652,25
0.34744825128330825,1.5132321601002774e-23,2.686865773323978e-26,5.373731546647956e-26,0.09793271668926112,16.562635712004536,26
0.24878153459383778,2.9690050957026843e-16,1.2787038973322093e-31,2.5574077946644187e-31,0.15441075697236614,53.87550554184523,27
0.31670869377009836,6.223310074134398e-38,3.305040055066094e-05,1.2446620148268797e-37,0.17773738462241195,3.26243749708783,28
0.22401231495450824,1.7285843755889932e-37,4.537222547204964e-05,3.4571687511779864e-37,0.1787985763378611,2.8218301511554205,29
0.31311053873344924,6.282583650721715e-28,4.14063125654685e-23,1.256516730144343e-27,0.14570275418199186,14.620149832901808,30
0.3006114172866528,1.4612104758391678e-33,1.504415824559199e-17,2.9224209516783356e-33,0.12057224007730856,31.05573429628845,31
0.2837509158722112,1.9635088804911213e-36,4.554267627190073e-13,3.9270177609822426e-36,0.12274232274804911,13.992129436013796,32
0.17380238639188925,4.3048764818328725e-36,2.6019438106164594e-24,8.609752963665745e-36,0.18871387297037917,915.1317776953844,33
0.3858415076920908,1.3655721584772602e-23,7.157502172551495e-23,2.7311443169545205e-23,0.10616861047188035,78.45470828782902,34
0.3023022491761432,1.0303864569376266e-08,2.7140126004442535e-34,5.428025200888507e-34,0.12320050239076293,8.144355491867904,35
0.1727492337418221,6.647121155824299e-05,1.6870821405205187e-42,3.3741642810410374e-42,0.15665517179777969,2.948531277536622,36
0.29408407012132615,6.999504644956872e-06,5.800716724636359e-37,1.1601433449272719e-36,0.19120956994869848,3.7606917907525506,37
0.19585460425317344,1.6004339812329285e-13,6.475030188995942e-34,1.2950060377991884e-33,0.17537518659846024,22.3057263267454,38
0.21698045912881356,3.834230575853391e-35,9.966508870215833e-05,7.668461151706782e-35,0.2006274565092942,2.739656965317073,39
0.2130352106799004,2.74892500387998e-36,2.9889535911779524e-07,5.49785000775996e-36,0.16022218443299932,4.6117926990516205,40
0.35793488311484073,4.855882977123061e-33,1.8983887897343676e-12,9.711765954246122e-33,0.19388242696861233,16.65335292138848,41
0.17506945107206026,5.217498229620331e-17,9.254421985935741e-32,1.8508843971871482e-31,0.15840292823592816,14.2195779902758,42
0.14500740822206998,2.1968801309894177e-34,4.226231540969884e-06,4.3937602619788355e-34,0.22603124457497678,3.9007055032229214,43
0.2577712455862271,1.2265406143242034e-08,4.0218150094134135e-37,8.043630018826827e-37,0.18078754235085084,10.44497569964164,44
0.25238684896224456,1.2315658690784279e-13,8.856026690955332e-32,1.7712053381910663e-31,0.180081262824611,12.89222362102749,45
0.27902567880818896,5.894161490052088e-08,2.531845074796995e-32,5.06369014959399e-32,0.10257634888776708,8.913405350859895,46
0.2504510447116255,3.161731599406244e-34,4.1707826117209775e-16,6.323463198812488e-34,0.1383706621326346,18.253576158677237,47
0.31166582140786686,7.164885892427544e-37,8.64922102183768e-08,1.4329771784855088e-36,0.15200201967747518,7.931021144984556,48
0.3338064894564791,8.63334176179749e-35,5.693864394375495e-07,1.726668352359498e-34,0.09423216508888031,5.902283827711022,49
0.2494022699840384,1.8315645743337679e-37,0.5013581501567806,3.6631291486675358e-37,0.14982580766575804,1.7306834725435876,50
0.3081907575664527,5.8207182198745426e-11,1.1114915110586918e-31,2.2229830221173836e-31,0.1165157328712515,95.07429259836601,51
0.25112698740851475,7.440931439190411e-34,1.248653692437106e-25,1.4881862878380822e-33,0.20160074992273033,45.283288604141205,52
0.3014331195775903,5.473499441100435e-13,2.8616062274747406e-32,5.723212454949481e-32,0.16213406720462215,28.689197980077402,53
0.304245472161035,2.3651434272055212e-34,2.9413797509275545e-19,4.7302868544110425e-34,0.07750796148775137,33.528551900724864,54
0.2539342607077758,2.61240903383617e-29,3.1303866268898694e-27,5.22481806767234e-29,0.13666997533970152,124.10911301873698,55
0.16062356743390677,4.277796747698952e-28,3.606587985805943e-31,7.213175971611886e-31,0.2550212358174043,36.38906588823133,56
0.22553895389063006,3.198452532754519e-34,2.8319154069405755e-18,6.396905065509038e-34,0.1939971534480425,57.887130727407225,57
