-4.475609977468035794e-01,-4.478996635526334980e-01,-4.481821255228523593e-01,-4.484107583772548034e-01,-4.485776922876246742e-01,-4.486648648173945930e-01,-4.486463092512008588e-01,-4.485017684349854039e-01,-4.482437068661599966e-01,-4.479249384017492397e-01,-4.475997633133095843e-01,-4.472743956023172984e-01,-4.468931147860174535e-01
-4.375540820037913115e-01,-4.369128407708859352e-01,-4.363602597989273413e-01,-4.359751855643164142e-01,-4.358840655061476665e-01,-4.361310276173786526e-01,-4.365822317926498775e-01,-4.371077345845159057e-01,-4.376305959325511030e-01,-4.380976098230570104e-01,-4.384699125412749865e-01,-4.387277676060699072e-01,-4.388756315381555639e-01
-4.335190002771846518e-01,-4.336473207267110275e-01,-4.338615805348700061e-01,-4.340963097659790715e-01,-4.342327510136259616e-01,-4.342264918883846359e-01,-4.341932293285995503e-01,-4.342161822879004318e-01,-4.342953204707092896e-01,-4.343877081175142041e-01,-4.344362731391421262e-01,-4.343863133635663121e-01,-4.341963403079951433e-01
-4.232284630710244078e-01,-4.220607539252148599e-01,-4.209040613705839484e-01,-4.199121883514199127e-01,-4.203659278562568713e-01,-4.207145282595132207e-01,-4.207911676311820171e-01,-4.205916453335307725e-01,-4.201475019815537060e-01,-4.195181188378068193e-01,-4.187956053208016227e-01,-4.181717412532711675e-01,-4.181399397229078607e-01
-4.178347521576982748e-01,-4.182377995893347689e-01,-4.189832264377871263e-01,-4.195993328881826301e-01,-4.186659197512341835e-01,-4.176977149137535150e-01,-4.168660533928539302e-01,-4.162090751652233189e-01,-4.157564773822479132e-01,-4.155310591928801922e-01,-4.155357690042424945e-01,-4.156852371651396649e-01,-4.156158712972038982e-01
-4.155854276948674486e-01,-4.159259351299978702e-01,-4.155559373123880462e-01,-4.147993326870358932e-01,-4.138146627047846193e-01,-4.126822183557591339e-01,-4.114891951267503623e-01,-4.103623076898816890e-01,-4.094630467718021194e-01,-4.089298310525700253e-01,-4.087975813957565041e-01,-4.089884540811153379e-01,-4.093708416457721433e-01
-3.964822970984599459e-01,-3.953081030945322927e-01,-3.947793110896918867e-01,-3.950136317222497917e-01,-3.956062303995696583e-01,-3.962508764150600160e-01,-3.967834840859650880e-01,-3.970738483696714671e-01,-3.970059997621089298e-01,-3.965396296302886037e-01,-3.958215012012347156e-01,-3.952515417794897901e-01,-3.953116536693415117e-01
-3.901344122371129819e-01,-3.906350894799936468e-01,-3.904506497743586158e-01,-3.894543325400808831e-01,-3.880355430478466539e-01,-3.864871400219890840e-01,-3.852627451119290947e-01,-3.860367393998424546e-01,-3.871048646295785489e-01,-3.880935625411411904e-01,-3.888793927602431366e-01,-3.892273451428776010e-01,-3.888749812602675382e-01
-3.774014798854931074e-01,-3.785917461502326664e-01,-3.798289298063584063e-01,-3.810770981195942819e-01,-3.823134022488704487e-01,-3.835073134238896619e-01,-3.843088534747199358e-01,-3.830901395527120390e-01,-3.815778260143568024e-01,-3.801401732231726727e-01,-3.788306266961241064e-01,-3.776803925210500679e-01,-3.767068752791347674e-01
-3.689925685939772770e-01,-3.691715928245048461e-01,-3.692636562961972291e-01,-3.693070773612041058e-01,-3.693221275172164919e-01,-3.693172523925197237e-01,-3.692947399722757429e-01,-3.692555018720670157e-01,-3.692037415070817397e-01,-3.691517925887975449e-01,-3.691238755029855323e-01,-3.691548026591526810e-01,-3.692778298131474402e-01
