mu,E_exact,E_vqe,abs_err
-3.0,-9.0,-1.3359375,7.6640625
-2.85,-8.55,-2.385009765625,6.164990234375001
-2.7,-8.1,2.247607421875,10.347607421875
-2.55,-7.65,0.054931640625,7.704931640625
-2.4,-7.2,-2.1401855468749997,5.059814453125
-2.25,-6.75,-0.1796875,6.5703125
-2.1,-6.3,-0.95419921875,5.3458007812499995
-1.95,-5.85,1.602587890625,7.452587890625
-1.8,-5.457394903877413,1.073193359375,6.530588263252413
-1.6500000000000001,-5.1573949038774245,0.979736328125,6.1371312320024245
-1.5,-4.857394903877411,0.168701171875,5.026096075752411
-1.35,-4.557394903877416,-0.508251953125,4.049142950752416
-1.2000000000000002,-4.342752058656909,-0.4769531250000001,3.8657989336569085
-1.05,-4.1927520586569145,0.091796875,4.2845489336569145
-0.8999999999999999,-4.04275205865691,0.10815429687500001,4.15090635553191
-0.75,-3.8927520586569146,0.28271484375,4.175466902406915
-0.6000000000000001,-3.742752058656922,0.5393554687500001,4.282107527406922
-0.4500000000000002,-3.601490715963393,-0.14555664062499998,3.455934075338393
-0.30000000000000027,-3.6014907159634015,-0.10449218750000003,3.4969985284634015
-0.1499999999999999,-3.601490715963396,0.48964843750000003,4.091139153463396
0.0,-3.6014907159633998,-0.499267578125,3.1022231378383998
0.1499999999999999,-3.601490715963399,0.10717773437499997,3.708668450338399
0.2999999999999998,-3.6014907159633998,-0.06142578125000009,3.5400649347133997
0.44999999999999973,-3.601490715963397,0.300244140625,3.901734856588397
0.5999999999999996,-3.7427520586569125,-0.7317871093749999,3.0109649492819126
0.75,-3.892752058656906,-0.366455078125,3.526296980531906
0.8999999999999999,-4.042752058656906,0.05859375,4.101345808656906
1.0499999999999998,-4.192752058656923,-0.746337890625,3.4464141680319234
1.2000000000000002,-4.342752058656911,-0.5098144531250001,3.832937605531911
1.3499999999999996,-4.557394903877422,-0.10561523437499987,4.4517796695024225
1.5,-4.8573949038774185,-0.215087890625,4.6423070132524185
1.6499999999999995,-5.157394903877421,0.688525390625,5.845920294502421
1.7999999999999998,-5.457394903877418,-0.44926757812499984,5.008127325752418
1.9500000000000002,-5.85,1.07138671875,6.92138671875
2.0999999999999996,-6.299999999999999,-0.7370605468749998,5.562939453124999
2.25,-6.75,0.38037109375,7.13037109375
2.3999999999999995,-7.1999999999999975,0.4147460937499999,7.614746093749997
2.55,-7.65,-0.7975585937499999,6.8524414062500005
2.7,-8.1,0.05996093749999998,8.1599609375
2.8499999999999996,-8.549999999999999,-0.38662109375000003,8.16337890625
3.0,-9.0,-0.003173828125,8.996826171875
