Emin,left_edge_weight,right_edge_weight,edge_overlap,ipr,xi_loc,realization
2.548154926049809e-16,1.6964170340773225e-31,0.9834944824134956,3.392834068154645e-31,0.4710964471663841,2.052418228926289,0
4.940182541714422e-16,3.7486625169771886e-32,0.983391515478452,7.497325033954377e-32,0.4706235883246802,2.168669096939528,1
1.3867131730834058e-16,0.9831427272674722,3.0516575827830426e-43,6.103315165566085e-43,0.47050089307245346,2.187527110268325,2
3.4336434797398163e-16,3.17130895518925e-31,0.9835831315616275,6.3426179103785e-31,0.4685581200553995,2.121353809434458,3
6.22159253689202e-17,2.1789390151828523e-31,0.9832066419135326,4.357878030365705e-31,0.47091611318799675,2.282345794888015,4
3.475541974988901e-16,0.9830935749580498,7.758102735194071e-43,1.5516205470388143e-42,0.47068582696712996,2.3082282175796442,5
1.6945512829560755e-16,2.02556924534287e-31,0.9830241207413264,4.05113849068574e-31,0.4660763985881468,2.1486839680036187,6
3.8767498688386994e-16,2.021083510817902e-31,0.9829787576296721,4.042167021635804e-31,0.46959748723955025,2.0878947564346118,7
4.1843653295334203e-16,4.511317239251439e-31,0.9832025466761505,9.022634478502879e-31,0.47031832247686556,2.343913005671246,8
9.561574627498953e-18,3.7461816593793333e-31,0.982834762621371,7.4923633187586665e-31,0.4686889205688916,2.1291293319856566,9
1.113465242498022e-17,0.9836254978047443,4.767670765611657e-43,9.535341531223313e-43,0.471096189181433,2.104772736489044,10
4.489735171445608e-16,4.15966843736116e-31,0.9831973455267478,8.31933687472232e-31,0.4702667155782175,2.3070069413040892,11
4.074902067335236e-17,0.9832362973329645,3.8702066778820704e-43,7.740413355764141e-43,0.47058141520616187,2.2865672613563413,12
0.0,3.1750906854258498e-31,0.9830707909300279,6.3501813708516995e-31,0.4684746806233394,2.1808317245595856,13
4.431432705926956e-17,0.9831644539237832,3.4435649054691e-43,6.8871298109382e-43,0.4704650615475625,2.1166438691377887,14
2.7667054193579753e-16,6.237485212436811e-31,0.9832812882115748,1.2474970424873622e-30,0.46968073651983666,2.1583370147080267,15
2.0444332782663303e-16,4.305844213222253e-31,0.9830862787925541,8.611688426444506e-31,0.4701175246643745,2.232769600948368,16
1.151550672942886e-16,4.427227764246414e-31,0.9830486383893845,8.854455528492828e-31,0.4686433011277694,2.197850544357097,17
3.0755234058172285e-16,0.9832058610071741,3.0858141812084694e-43,6.171628362416939e-43,0.4702214445878501,2.1636461608129154,18
7.661486417949292e-17,0.9833358921804642,3.911304798347316e-43,7.822609596694632e-43,0.46787905330593765,2.1300701501409756,19
1.0679321130726124e-16,0.9832505558279091,3.1128613897801365e-43,6.225722779560273e-43,0.4715246987579819,2.210879101834244,20
6.548846741255989e-16,0.9833088965335014,3.8554412244327366e-43,7.710882448865473e-43,0.4709656023358995,2.2441245612210428,21
2.2848807961006536e-16,0.9829716922887699,2.5187421977367383e-43,5.037484395473477e-43,0.4700563412597196,2.1583328891223457,22
2.0270962780747054e-17,0.98321079465361,2.4527455267130995e-43,4.905491053426199e-43,0.46670152012436816,2.074530093884347,23
1.3920141365650634e-16,2.241233795966128e-31,0.9830991440071953,4.482467591932256e-31,0.46980130019193717,2.153539870013714,24
4.49792128055154e-17,1.6509465404863214e-31,0.983047956397781,3.3018930809726427e-31,0.467780927767481,2.1181450165895823,25
1.5835326104257315e-16,0.9832256233017374,3.1232382761746897e-43,6.246476552349379e-43,0.4698473220577162,2.228237909036691,26
2.3052085253208863e-16,0.9832512828471055,4.192135617354771e-43,8.384271234709541e-43,0.4707949283269173,2.1732483262640336,27
1.1959316277507938e-16,2.872565898088229e-31,0.9830868603638899,5.745131796176458e-31,0.47021622261202806,2.2151755655520597,28
5.261768534396198e-16,1.3070053821880272e-31,0.9827788352519682,2.6140107643760544e-31,0.46967272041313823,2.1909826084007804,29
3.244763395641308e-16,0.9827609253044958,3.934062111354484e-43,7.868124222708968e-43,0.4604764018682003,2.094563268626962,30
2.0423212859397816e-17,5.802241220115661e-31,0.9831231296165719,1.1604482440231323e-30,0.4702439830925988,2.335690292980181,31
5.754627331279612e-17,0.9827815289135637,2.8154176536573315e-43,5.630835307314663e-43,0.46894272860520153,2.0523285964498723,32
1.3331085418991635e-16,0.983002612455998,2.530620024504785e-43,5.06124004900957e-43,0.4660299988085579,2.11782048320237,33
9.170118473809002e-17,0.9830288441494599,2.9586117048308477e-43,5.917223409661695e-43,0.46827792734273216,2.1480811555545762,34
9.349472138704222e-17,0.9824126423720176,6.348525936633901e-43,1.2697051873267803e-42,0.46614983361599327,2.099790765051622,35
2.789073066947186e-16,4.714645435409935e-31,0.9830769874811606,9.42929087081987e-31,0.4667886605600711,2.1766483843078825,36
3.183666774597908e-17,1.0606868351495718e-31,0.9822746644757097,2.1213736702991435e-31,0.4659302117387719,2.1244090700856244,37
4.703526207800494e-16,0.9829050207625282,2.571474583014275e-43,5.14294916602855e-43,0.4684323539992162,2.1111418520293914,38
5.19729830913063e-16,0.983465959913786,3.303369207921806e-43,6.606738415843612e-43,0.4707980432430751,2.1470368329037477,39
