Emin,left_edge_weight,right_edge_weight,edge_overlap,ipr,xi_loc,realization
1.0693995005810684e-09,0.49160227349413177,0.4916015665058688,0.9832031330117376,0.23529411764718056,46421039.61607034,0
1.0693995005810684e-09,0.49160227349413177,0.4916015665058688,0.9832031330117376,0.23529411764718056,46421039.61607034,1
1.0693995005810684e-09,0.49160227349413177,0.4916015665058688,0.9832031330117376,0.23529411764718056,46421039.61607034,2
1.0693995005810684e-09,0.49160227349413177,0.4916015665058688,0.9832031330117376,0.23529411764718056,46421039.61607034,3
1.0693995005810684e-09,0.49160227349413177,0.4916015665058688,0.9832031330117376,0.23529411764718056,46421039.61607034,4
1.0693995005810684e-09,0.49160227349413177,0.4916015665058688,0.9832031330117376,0.23529411764718056,46421039.61607034,5
1.0693995005810684e-09,0.49160227349413177,0.4916015665058688,0.9832031330117376,0.23529411764718056,46421039.61607034,6
1.0693995005810684e-09,0.49160227349413177,0.4916015665058688,0.9832031330117376,0.23529411764718056,46421039.61607034,7
1.0693995005810684e-09,0.49160227349413177,0.4916015665058688,0.9832031330117376,0.23529411764718056,46421039.61607034,8
1.0693995005810684e-09,0.49160227349413177,0.4916015665058688,0.9832031330117376,0.23529411764718056,46421039.61607034,9
1.0693995005810684e-09,0.49160227349413177,0.4916015665058688,0.9832031330117376,0.23529411764718056,46421039.61607034,10
1.0693995005810684e-09,0.49160227349413177,0.4916015665058688,0.9832031330117376,0.23529411764718056,46421039.61607034,11
1.0693995005810684e-09,0.49160227349413177,0.4916015665058688,0.9832031330117376,0.23529411764718056,46421039.61607034,12
1.0693995005810684e-09,0.49160227349413177,0.4916015665058688,0.9832031330117376,0.23529411764718056,46421039.61607034,13
1.0693995005810684e-09,0.49160227349413177,0.4916015665058688,0.9832031330117376,0.23529411764718056,46421039.61607034,14
1.0693995005810684e-09,0.49160227349413177,0.4916015665058688,0.9832031330117376,0.23529411764718056,46421039.61607034,15
1.0693995005810684e-09,0.49160227349413177,0.4916015665058688,0.9832031330117376,0.23529411764718056,46421039.61607034,16
1.0693995005810684e-09,0.49160227349413177,0.4916015665058688,0.9832031330117376,0.23529411764718056,46421039.61607034,17
1.0693995005810684e-09,0.49160227349413177,0.4916015665058688,0.9832031330117376,0.23529411764718056,46421039.61607034,18
1.0693995005810684e-09,0.49160227349413177,0.4916015665058688,0.9832031330117376,0.23529411764718056,46421039.61607034,19
1.0693995005810684e-09,0.49160227349413177,0.4916015665058688,0.9832031330117376,0.23529411764718056,46421039.61607034,20
1.0693995005810684e-09,0.49160227349413177,0.4916015665058688,0.9832031330117376,0.23529411764718056,46421039.61607034,21
1.0693995005810684e-09,0.49160227349413177,0.4916015665058688,0.9832031330117376,0.23529411764718056,46421039.61607034,22
